Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,Zip (AllAddressesCombined),eFacTS Lat DD,eFacTS Lon DD,LatDiff,Latitude,LongDiff,Longitude,Number of Records,TotalDiff
SOUTH CAMPUS RESIDENCE HALL,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
South Limestone at Conn Terr,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.0082,38.030737,0.008437,-84.509762,1,-0.016637
South Limestone at Pine Street,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020109,38.042646,0.000966,-84.502291,1,-0.021075
SOUTH LIMESTONE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.015184,38.037721,0.005931,-84.507256,1,-0.021115
SOUTH MARTIN LUTHER KING BLVD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020097,38.042634,-0.002315,-84.49901,1,-0.017782
SOUTH MLK BLVD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020097,38.042634,-0.002315,-84.49901,1,-0.017782
SOUTH UPPER ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020952,38.043489,0.001924,-84.503249,1,-0.022876
South Upper St.,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020952,38.043489,0.001924,-84.503249,1,-0.022876
SOUTH UPPER STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020952,38.043489,0.001924,-84.503249,1,-0.022876
Spindletop - House,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
SPORTS CENTER DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.003147,38.025684,0.000321,-84.501646,1,-0.003468
SPORTS CENTER DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.003147,38.025684,0.000321,-84.501646,1,-0.003468
STATE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.007971,38.030508,0.011191,-84.512516,1,-0.019162
Student Center (plus addition),1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
SUBURBAN COURT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.002653,38.019884,0.019368,-84.520693,1,-0.016715
TRANSCRIPT AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009428,38.031965,0.00988,-84.511205,1,-0.019308
Two Keys Tavern,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
UNIVERSITY CT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.003055,38.019482,0.009274,-84.510599,1,-0.006219
UNIVERSITY DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.004399,38.026936,0.004647,-84.505972,1,-0.009046
UNIVERSITY DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.004399,38.026936,0.004647,-84.505972,1,-0.009046
UNIVERSITY ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.004399,38.026936,0.004647,-84.505972,1,-0.009046
VARIOUS LOCATIONS,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
VICKSBURG RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.01067,38.033207,0.044587,-84.545912,1,-0.055257
VINE STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020413,38.04295,-0.006105,-84.49522,1,-0.014308
Virginia Ave at Winnie St,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.01302,38.035557,0.009986,-84.511311,1,-0.023006
VIRGINIA AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013208,38.035745,0.010695,-84.51202,1,-0.023903
WALLER AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.007133,38.02967,0.016251,-84.517576,1,-0.023384
WARREN CT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.021006,38.043543,-0.001175,-84.50015,1,-0.019831
WASHINGTON AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012614,38.035151,0.005288,-84.506613,1,-0.017902
WINSLOW STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.019433,38.04197,0.003016,-84.504341,1,-0.022449
WOODLAND AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.011957,38.034494,-0.005284,-84.496041,1,-0.006673
WOODLAND AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.011957,38.034494,-0.005284,-84.496041,1,-0.006673
WOODLAND PARK,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012542,38.035079,-0.0109,-84.490425,1,-0.001642
PINE ST & JERSEY ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.016107,38.043064,-0.009378,-84.502761,1,-0.006729
SOUTH LIMESTONE ST & EAST MAXWELL ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.016439,38.043396,-0.01086,-84.501279,1,-0.005579
NICHOLASVILLE RD & ALUMNI DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.00387,38.023087,0.000337,-84.512476,1,0.003533
JERSEY ST & PINE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.016107,38.043064,-0.009378,-84.502761,1,-0.006729
COOPER DR & SPORTS CENTER DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.001389,38.025568,-0.010452,-84.501687,1,0.011841
SOUTH LIMESTONE ST & PINE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.015689,38.042646,-0.009848,-84.502291,1,-0.005841
SOUTH LIMESTONE ST & AVENUE OF CHAMPIONS,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.014561,38.041518,-0.008286,-84.503853,1,-0.006275
SOUTH LIMESTONE ST & VIRGINIA AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.00796,38.034917,-0.003805,-84.508334,1,-0.004155
SOUTH UPPER ST & SCOTT ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.012688,38.039645,-0.005436,-84.506703,1,-0.007252
EAST MAXWELL ST & SOUTH MLK BLVD,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.015202,38.042159,-0.012264,-84.499875,1,-0.002938
NICHOLASVILLE RD & FARM RD,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.000363,38.026594,-0.00093,-84.511209,1,0.001293
SOUTH LIMESTONE ST & ADMINISTRATION DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.013871,38.040828,-0.007322,-84.504817,1,-0.006549
SOUTH LIMESTONE ST & PRALL ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.010764,38.037721,-0.004883,-84.507256,1,-0.005881
EAST MAXWELL ST & ROSE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.012745,38.039702,-0.015042,-84.497097,1,0.002297
SOUTH LIMESTONE ST & GAZETTE AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.005413,38.03237,-0.00293,-84.509209,1,-0.002483
SOUTH LIMESTONE ST & TRANSCRIPT AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.004583,38.03154,-0.002661,-84.509478,1,-0.001922
SOUTH LIMESTONE ST & CONN TERR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.00378,38.030737,-0.002377,-84.509762,1,-0.001403
SOUTH LIMESTONE ST & CHRYSALIS CT,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.017448,38.044405,-0.012282,-84.499857,1,-0.005166
SOUTH LIMESTONE ST & HUGUELET DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.00796,38.034917,-0.003805,-84.508334,1,-0.004155
SOUTH UPPER ST & BOLIVAR ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.015028,38.041985,-0.00674,-84.505399,1,-0.008288
ALUMNI DR & UNIVERSITY DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.005135,38.021822,-0.002682,-84.509457,1,0.007817
SOUTH LIMESTONE ST & COLFAX ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.012031,38.038988,-0.005408,-84.506731,1,-0.006623
SOUTH LIMESTONE ST & WINSLOW ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.014561,38.041518,-0.008286,-84.503853,1,-0.006275
UNIVERSITY DR & COOPER DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.000616,38.026341,-0.006151,-84.505988,1,0.006767
WOODLAND AVE & COLUMBIA AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.005447,38.032404,-0.013122,-84.499017,1,0.007675
AVENUE OF CHAMPIONS & ROSE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.010874,38.037831,-0.012351,-84.499788,1,0.001477
EAST MAXWELL ST & LEXINGTON AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.01453,38.041487,-0.013033,-84.499106,1,-0.001497
EUCLID AVE & ROSE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.010874,38.037831,-0.012351,-84.499788,1,0.001477
SOUTH LIMESTONE ST & COOPER DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.001144,38.028101,-0.001461,-84.510678,1,0.000317
SOUTH LIMESTONE ST & SCOTT ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.012576,38.039533,-0.005748,-84.506391,1,-0.006828
SOUTH LIMESTONE ST & WALLER AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.001144,38.028101,-0.001461,-84.510678,1,0.000317
SOUTH LIMESTONE ST & WASHINGTON AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.008758,38.035715,-0.004106,-84.508033,1,-0.004652
VIRGINIA AVE & SOUTH LIMESTONE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.00796,38.034917,-0.003805,-84.508334,1,-0.004155
AVENUE OF CHAMPIONS & LEXINGTON AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.012605,38.039562,-0.010415,-84.501724,1,-0.00219
AVENUE OF CHAMPIONS & SOUTH LIMESTONE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.014561,38.041518,-0.008286,-84.503853,1,-0.006275
NICHOLASVILLE RD & WALLER AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.001144,38.028101,-0.001461,-84.510678,1,0.000317
SOUTH LIMESTONE ST & STATE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.003004,38.029961,-0.002114,-84.510025,1,-0.00089
VIRGINIA AVE & PRESS AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.0086,38.035557,-0.000828,-84.511311,1,-0.007772
VIRGINIA AVE & WINNIE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.0086,38.035557,-0.000828,-84.511311,1,-0.007772
ALUMNI DR & COLLEGE WAY,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.009487,38.01747,-0.008208,-84.503931,1,0.017695
ALUMNI DR & NICHOLASVILLE RD,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.00387,38.023087,0.000337,-84.512476,1,0.003533
COLUMBIA AVE & COLUMBIA TERR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.007703,38.03466,-0.010563,-84.501576,1,0.00286
COOPER DR & NICHOLASVILLE RD,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.001144,38.028101,-0.001461,-84.510678,1,0.000317
EAST MAXWELL ST & SOUTH LIMESTONE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.016439,38.043396,-0.01086,-84.501279,1,-0.005579
EAST MAXWELL ST & STONE AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.013523,38.04048,-0.014165,-84.497974,1,0.000642
EAST MAXWELL ST & WOODLAND AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.009438,38.036395,-0.018781,-84.493358,1,0.009343
HILLTOP AVE & UNIVERSITY DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.005214,38.032171,-0.009563,-84.502576,1,0.004349
HILLTOP AVE & WOODLAND AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.003949,38.030906,-0.011027,-84.501112,1,0.007078
NEWTOWN PIKE & CITATION BLVD,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.05885,38.085807,-0.021905,-84.490234,1,-0.036945
NICHOLASVILLE RD & ARCADIA PARK,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.00648,38.020477,0.001268,-84.513407,1,0.005212
ROSE ST & EAST MAXWELL ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.012745,38.039702,-0.015042,-84.497097,1,0.002297
S LIMESTONE ST & PINE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.015689,38.042646,-0.009848,-84.502291,1,-0.005841
SOUTH LIMESTONE ST & MAXWELTON CT,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.009743,38.0367,-0.004461,-84.507678,1,-0.005282
SOUTH LIMESTONE ST & MONTMULLIN ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.011415,38.038372,-0.004994,-84.507145,1,-0.006421
SOUTH LIMESTONE ST & UNIVERSITY AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.002083,38.02904,-0.001781,-84.510358,1,-0.000302
SOUTH LIMESTONE ST & WARREN CT,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.016952,38.043909,-0.011585,-84.500554,1,-0.005367
TATES CREEK RD & ALUMNI DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.013532,38.013425,-0.016835,-84.495304,1,0.030367
ALUMNI DR & TATES CREEK RD,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.013532,38.013425,-0.016835,-84.495304,1,0.030367
BOLIVAR ST & SOUTH MILL ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.015933,38.04289,-0.005733,-84.506406,1,-0.0102
COLUMBIA AVE & WOODLAND AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.005447,38.032404,-0.013122,-84.499017,1,0.007675
COOPER DR & UNIVERSITY DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.000616,38.026341,-0.006151,-84.505988,1,0.006767
EUCLID AVE & AYLESFORD PL,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.009404,38.036361,-0.014006,-84.498133,1,0.004602
HUGUELET DR & ROSE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.006408,38.033365,-0.006054,-84.506085,1,-0.000354
HUGUELET DR & SOUTH LIMESTONE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.00796,38.034917,-0.003805,-84.508334,1,-0.004155
LEXINGTON AVE & EAST MAXWELL ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.01453,38.041487,-0.013033,-84.499106,1,-0.001497
NICHOLASVILLE RD & COOPER DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.001144,38.028101,-0.001461,-84.510678,1,0.000317
NICHOLASVILLE RD & DANTZLER DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.004072,38.022885,0.000413,-84.512552,1,0.003659
NICHOLASVILLE RD & FOREST PARK,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.000281,38.027238,-0.001163,-84.510976,1,0.000882
NICHOLASVILLE RD & ROSEMONT GARDEN,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,0.010024,38.016933,0.0025,-84.514639,1,0.007524
ROSE LN & ROSE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.010032,38.036989,-0.011165,-84.500974,1,0.001133
ROSE ST & ROSE LN,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.010032,38.036989,-0.011165,-84.500974,1,0.001133
S LIMESTONE ST & E MAXWELL ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.016439,38.043396,-0.01086,-84.501279,1,-0.005579
SCOTT ST & SOUTH UPPER ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.012688,38.039645,-0.005436,-84.506703,1,-0.007252
South Limestone and Pine Street,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.015689,38.042646,-0.009848,-84.502291,1,-0.005841
UNIVERSITY DR & COMPLEX DR,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.002353,38.02931,-0.007042,-84.505097,1,0.004689
WARREN CT & SOUTH LIMESTONE ST,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.016952,38.043909,-0.011585,-84.500554,1,-0.005367
East Maxwell St and Martin Luther King,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.015202,38.042159,-0.012264,-84.499875,1,-0.002938
EXPORT ST & VIRGINIA AVE,1410 Audubon Ave,,Delta Tau Delta Fraternity,,,Lexington,Lexington,,,,KY,KY,,40503,38.026957,-84.512139,-0.009987,38.036944,0.001544,-84.513683,1,-0.011531
